,Referrer,Day,Hour,Application,Catalog,Discount,Howtojoin,Insurance,Whoweare
5052,URI_80,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5053,URI_80,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5054,URI_93,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5055,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5056,URI_60,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5057,URI_44,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5058,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5059,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5060,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5061,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5062,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5063,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5064,URI_34,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5065,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5066,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5067,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5068,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5069,URI_39,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5070,URI_80,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5071,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5072,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5073,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5074,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5075,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5076,URI_47,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5077,URI_136,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5078,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5079,URI_30,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5080,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5081,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5082,URI_111,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5083,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5084,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5085,URI_37,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5086,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5087,URI_76,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5088,URI_42,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5089,URI_100,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5090,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
5091,URI_102,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5092,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5093,URI_93,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5094,URI_101,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5095,URI_0,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5096,URI_74,Sunday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5097,URI_5,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5098,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5099,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5100,URI_68,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5101,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5102,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5103,URI_42,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5104,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5105,URI_39,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5106,URI_111,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5107,URI_0,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5108,URI_44,Monday,"(-0.001, 6.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5109,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
5110,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5111,URI_38,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5112,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5113,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
5114,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5115,URI_110,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5116,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5117,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5118,URI_93,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5119,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5120,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5121,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5122,URI_38,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5123,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5124,URI_5,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5125,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5126,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5127,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5128,URI_93,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5129,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5130,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]"
5131,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5132,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5133,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5134,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5135,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5136,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5137,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5138,URI_20,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5139,URI_119,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5140,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5141,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5142,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5143,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5144,URI_110,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5145,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5146,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5147,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5148,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5149,URI_38,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5150,URI_30,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5151,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5152,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5153,URI_45,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5154,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5155,URI_46,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5156,URI_34,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5157,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5158,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5159,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5160,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5161,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5162,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5163,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5164,URI_45,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5165,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5166,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
5167,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5168,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5169,URI_38,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5170,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5171,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5172,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5173,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5174,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5175,URI_34,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
5176,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5177,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5178,URI_92,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5179,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5180,URI_39,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5181,URI_9,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5182,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5183,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5184,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
5185,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5186,URI_0,Monday,"(6.0, 12.0]","(300.0, 10000.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5187,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5188,URI_42,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5189,URI_111,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5190,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5191,URI_70,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5192,URI_0,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5193,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5194,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
5195,URI_80,Monday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
